network,station,latitude,longitude,depth
CI,CKP,33.55507,-114.89040,-0.145
CI,CKP,33.55507,-114.89040,-0.145
CI,CKP,33.55507,-114.89040,-0.145
WR,CKR,38.31441,-121.49204,-0.003
WR,CKR,38.31441,-121.49204,-0.002
CI,CLC,35.81574,-117.59751,-0.775
CI,CLC,35.81574,-117.59751,-0.775
CI,CLC,35.81574,-117.59751,-0.775
CI,CLC,35.81574,-117.59751,-0.775
CI,CLC,35.81574,-117.59751,-0.775
CI,CLC,35.81574,-117.59751,-0.775
CI,CLC,35.81574,-117.59751,-0.775
CI,CLC,35.81574,-117.59751,-0.775
CI,CLC,35.81574,-117.59751,-0.775
CI,CLC,35.81574,-117.59751,-0.775
NC,CLCB,37.73786,-122.06486,-0.309
CI,CLI,33.14029,-115.52658,0.092
CI,CLI2,33.12112,-115.58016,0.06
CI,CLI2,33.12112,-115.58016,0.06
CI,CLI2,33.12112,-115.58016,0.06
CI,CLM,34.09613,-117.72297,-0.317
CI,CLM,34.09613,-117.72297,-0.317
CI,CLO,34.22038,-119.00891,-0.048
CI,CLO,34.22038,-119.00891,-0.048
CI,CLO,34.22038,-119.00891,-0.048
CI,CLO,34.22038,-119.00891,-0.048
CI,CLO,34.22038,-119.00891,-0.048
CI,CLO,34.22038,-119.00891,-0.048
CI,CLO,34.22038,-119.00891,-0.048
CI,CLO,34.22038,-119.00891,-0.048
CI,CLO,34.22038,-119.00891,-0.048
CI,CLT,34.09284,-117.31687,-0.325
CI,CLT,34.09284,-117.31687,-0.325
CI,CLT,34.09284,-117.31687,-0.325
CI,CLT,34.09284,-117.31687,-0.325
CI,CLT,34.09284,-117.31687,-0.325
CI,CLT,34.09284,-117.31687,-0.325
CI,CLT,34.09284,-117.31687,-0.325
CI,CLT,34.09284,-117.31687,-0.325
CI,CLT,34.09284,-117.31687,-0.325
BK,CMB,38.03455,-120.38651,-0.697
BK,CMB,38.03455,-120.38651,-0.697
BK,CMB,38.03455,-120.38651,-0.697
BK,CMB,38.03455,-120.38651,-0.697
BK,CMB,38.03455,-120.38651,-0.697
BK,CMB,38.03455,-120.38651,-0.697
BK,CMB,38.03455,-120.38651,-0.697
BK,CMB,38.03455,-120.38651,-0.697
BK,CMB,38.03455,-120.38651,-0.697
BK,CMB,38.03455,-120.38651,-0.697
BK,CMB,38.03455,-120.38651,-0.697
NC,CMC,37.78110,-122.17680,-0.052
NC,CMOB,37.81042,-121.80272,-0.743
NC,CNI,37.60795,-121.96456,-0.393
CI,CO2,33.84524,-115.34351,-0.242
CI,COA,32.86341,-115.12339,-0.036
CI,COA,32.86341,-115.12339,-0.036
CI,COA,32.86341,-115.12339,-0.036
CI,COA,32.86341,-115.12339,-0.036
CI,COA,32.86341,-115.12339,-0.036
CI,COA,32.86341,-115.12339,-0.036
CI,COA,32.86341,-115.12339,-0.036
CI,COA,32.86341,-115.12339,-0.036
NP,COB,38.83870,-122.75280,-0.777
NP,COB,38.83870,-122.75280,-0.771
CI,COK,32.84946,-115.72788,0.05
CI,COK2,32.85053,-115.72840,0.014
CI,COK2,32.85053,-115.72840,0.014
CI,COK2,32.85053,-115.72840,0.014
CI,COO,33.89604,-118.21639,-0.02
CI,COO,33.89604,-118.21639,-0.02
CI,COO,33.89604,-118.21639,-0.02
CI,COO,33.89604,-118.21639,-0.02
CI,COO,33.89604,-118.21639,-0.02
CI,COO,33.89604,-118.21639,-0.02
ZY,COON,32.75394,-115.95085,-0.078
ZY,COON,32.75394,-115.95085,-0.078
CI,COQ,33.86054,-117.51049,-0.486
CI,COT,33.30490,-115.35409,-0.244
ZY,COVF,34.03018,-116.34824,-1.638
CI,COY,33.36296,-116.31114,-0.218
CI,COY,33.36296,-116.31114,-0.218
ZY,CPCP,34.21140,-118.60810,-0.25
ZY,CPCP,34.21140,-118.60810,-0.25
AZ,CPE,32.88890,-117.10510,-0.15
CI,CPE,32.89244,-117.10143,-0.143
CI,CPE,32.89244,-117.10143,-0.143
AZ,CPE,32.88890,-117.10510,-0.15
AZ,CPE,32.88890,-117.10510,-0.15
AZ,CPE,32.88890,-117.10510,-0.15
NC,CPI,37.98890,-122.21561,-0.203
CI,CPM,34.15442,-116.19771,-0.897
CI,CPM,34.15442,-116.19771,-0.897
NC,CPM,37.94906,-122.40851,-0.094
CI,CPO,32.64266,-116.48514,-0.838
CI,CPO,32.64266,-116.48514,-0.838
CI,CPO,32.64266,-116.48514,-0.838
CI,CPO,32.64266,-116.48514,-0.838
CI,CPO,32.64266,-116.48514,-0.838
CI,CPO,32.64266,-116.48514,-0.838
CI,CPO,32.64266,-116.48514,-0.838
CI,CPO,32.64266,-116.48514,-0.838
CI,CPO,32.64266,-116.48514,-0.838
CI,CPP,34.06020,-117.80900,-0.205
CI,CPP,34.06020,-117.80900,-0.205
CI,CPP,34.06020,-117.80900,-0.205
CI,CPP,34.06020,-117.80900,-0.205
CI,CPP,34.06020,-117.80900,-0.205
CI,CPP,34.06020,-117.80900,-0.205
SB,CPSLO,35.30211,-120.66716,-0.088
SB,CPSLO,35.30211,-120.66716,-0.088
SB,CPSLO,35.30211,-120.66716,-0.088
CI,CPT,33.30339,-117.34081,-0.014
CI,CPT,33.30339,-117.34081,-0.014
CI,CPT2,33.34183,-117.32502,-0.771
CI,CPT2,33.34183,-117.32502,-0.771
CI,CPT2,33.34183,-117.32502,-0.771
CI,CPT2,33.34183,-117.32502,-0.771
CI,CPT2,33.34183,-117.32502,-0.771
CI,CPT2,33.34183,-117.32502,-0.771
CI,CPT2,33.34183,-117.32502,-0.771
CI,CPT2,33.34183,-117.32502,-0.771
CI,CPT2,33.34183,-117.32502,-0.771
BC,CPX,32.41950,-115.30500,-0.192
BC,CPX,32.41950,-115.30500,-0.192
BC,CPX,32.41950,-115.30500,-0.192
CI,CRF,33.87352,-118.03938,-0.017
CI,CRF,33.87352,-118.03938,-0.018
CI,CRF,33.87352,-118.03938,-0.018
CI,CRF,33.87352,-118.03938,-0.017
CI,CRF,33.87352,-118.03938,-0.018
CI,CRF,33.87352,-118.03938,-0.017
CI,CRF,33.87352,-118.03938,-0.017
CI,CRF,33.87352,-118.03938,-0.018
CI,CRG,35.24220,-119.72486,-1.169
CI,CRG,35.24220,-119.72486,-1.169
CI,CRG,35.24220,-119.72486,-1.169
CI,CRG,35.24220,-119.72486,-1.169
CI,CRG,35.24220,-119.72486,-1.169
CI,CRG,35.24220,-119.72486,-1.169
CI,CRG,35.24220,-119.72486,-1.169
NC,CRH,37.85884,-121.99264,-0.259
CI,CRN,33.87574,-117.56106,-0.204
CI,CRN,33.87574,-117.56106,-0.204
CI,CRN,33.87574,-117.56106,-0.204
CI,CRN,33.87574,-117.56106,-0.204
CI,CRP,34.13624,-118.12705,-0.233
CI,CRP,34.13624,-118.12705,-0.233
CI,CRP,34.13624,-118.12705,-0.233
CI,CRP,34.13624,-118.12705,-0.233
CI,CRP,34.13624,-118.12705,-0.233
CI,CRP,34.13624,-118.12705,-0.233
CI,CRP,34.13624,-118.12705,-0.233
CI,CRP,34.13624,-118.12705,-0.233
NC,CRPB,37.91233,-121.90716,-0.307
CI,CRR,32.88682,-115.96918,-0.066
CI,CRR,32.88682,-115.96918,-0.066
CI,CRR,32.88682,-115.96918,-0.066
CI,CRR,32.88682,-115.96918,-0.066
CI,CRR,32.88682,-115.96918,-0.066
CI,CRR,32.88682,-115.96918,-0.066
CI,CRR,32.88682,-115.96918,-0.066
CI,CRR,32.88682,-115.96918,-0.066
CI,CRS,34.24336,-117.26248,-1.43
NN,CRSN,39.17510,-119.74760,-1.404
AZ,CRY,33.56540,-116.73730,-1.128
CI,CRY,34.77825,-119.62810,-1.526
AZ,CRY,33.56540,-116.73730,-1.128
CI,CRY,34.77825,-119.62810,-1.526
AZ,CRY,33.56540,-116.73730,-1.128
AZ,CRY,33.56540,-116.73730,-1.128
CI,CRY,34.77825,-119.62810,-1.526
AZ,CRY,33.56540,-116.73730,-1.128
CI,CRY,34.77825,-119.62810,-1.526
CI,CRY,34.77825,-119.62810,-1.526
CI,CRY,34.77743,-119.62793,-1.527
CI,CRY,34.77743,-119.62793,-1.527
CI,CRY,34.77825,-119.62810,-1.526
PG,CSD,35.60050,-121.09400,-0.03
CI,CSH,33.64420,-116.59560,-1.637
CI,CSH,33.64420,-116.59560,-1.637
CI,CSH,33.64420,-116.59560,-1.637
CI,CSH,33.64420,-116.59560,-1.637
CI,CSH,33.64420,-116.59560,-1.637
CI,CSH,33.64420,-116.59560,-1.637
CI,CSH,33.64420,-116.59560,-1.637
CI,CSL,34.49651,-118.61621,-0.354
CI,CSL,34.49651,-118.61621,-0.353
CI,CSL,34.49651,-118.61621,-0.353
NC,CSL,37.72416,-122.11929,-0.219
CI,CSL,34.49651,-118.61621,-0.354
CI,CSL,34.49651,-118.61621,-0.354
CI,CSL,34.49651,-118.61621,-0.353
CI,CSL,34.49651,-118.61621,-0.354
CI,CSL,34.49651,-118.61621,-0.353
AZ,CSLB,33.77930,-118.11260,-0.017
AZ,CSLB,33.77930,-118.11260,-0.017
ZY,CSNR,34.24310,-118.53140,-0.24
ZY,CSNR,34.24310,-118.53140,-0.24
WR,CSP,34.29797,-117.35833,-1.282
WR,CSP,34.29797,-117.35833,-1.282
NC,CSPB,37.95716,-122.31130,-0.208
NC,CTA,38.02691,-122.01599,-0.152
CI,CTC,33.65516,-115.99006,-0.538
CI,CTC,33.65516,-115.99006,-0.538
CI,CTC,33.65516,-115.99006,-0.538
CI,CTC,33.65516,-115.99006,-0.538
CI,CTC,33.65516,-115.99006,-0.538
CI,CTC,33.65516,-115.99006,-0.538
CI,CTC,33.65516,-115.99006,-0.538
CI,CTC,33.65516,-115.99006,-0.538
CI,CTD,33.35486,-118.44436,-0.19
CI,CTD,33.35486,-118.44436,-0.19
CI,CTW,33.67728,-115.87214,-0.504
CI,CTW,33.67728,-115.87214,-0.504
CI,CTW,33.67728,-115.87214,-0.504
CI,CTW,33.67728,-115.87214,-0.504
CI,CTW,33.67728,-115.87214,-0.504
CI,CTW,33.67728,-115.87214,-0.504
CI,CTW,33.67728,-115.87214,-0.504
CI,CTW,33.67728,-115.87214,-0.504
NC,CUSLD,37.76525,-122.09368,-0.129
NC,CUSLD,37.76649,-122.09188,-0.116
NC,CUSLD,37.76501,-122.09297,-0.112
NC,CUSLD,37.76421,-122.09419,-0.129
NC,CUSLD,37.76476,-122.09220,-0.077
NC,CVL,37.62359,-121.83641,-0.313
BK,CVS,38.34526,-122.45840,-0.295
BK,CVS,38.34526,-122.45840,-0.295
BK,CVS,38.34526,-122.45840,-0.295
BK,CVS,38.34526,-122.45840,-0.295
BK,CVS,38.34526,-122.45840,-0.295
BK,CVS,38.34526,-122.45840,-0.295
BK,CVS,38.34526,-122.45840,-0.295
BK,CVS,38.34526,-122.45840,-0.295
BK,CVS,38.34526,-122.45840,-0.295
BK,CVS,38.34526,-122.45840,-0.295
CI,CVW,34.92217,-118.93913,-0.803
CI,CVW,34.92217,-118.93913,-0.804
CI,CVW,34.92217,-118.93913,-0.803
CI,CVW,34.92217,-118.93913,-0.804
CI,CVW,34.92217,-118.93913,-0.803
CI,CVW,34.92217,-118.93913,-0.803
CI,CVW,34.92217,-118.93913,-0.804
CI,CVW,34.92217,-118.93913,-0.803
CI,CVW,34.92217,-118.93913,-0.804
CI,CVW,34.92217,-118.93913,-0.804
CI,CVW,34.92217,-118.93913,-0.803
CI,CWC,36.43988,-118.08016,-1.595
CI,CWC,36.43988,-118.08016,-1.595
CI,CWC,36.43988,-118.08016,-1.595
CI,CWC,36.43988,-118.08016,-1.595
CI,CWC,36.43988,-118.08016,-1.595
CI,CWC,36.43988,-118.08016,-1.595
CI,CWC,36.43988,-118.08016,-1.595
CI,CWC,36.43988,-118.08016,-1.595
CI,CWC,36.43988,-118.08016,-1.595
CI,CWC,36.43988,-118.08016,-1.595
ZY,CWHP,34.25890,-118.57300,-0.29
ZY,CWHP,34.25890,-118.57300,-0.29
CI,CWP,33.55797,-117.55775,-0.242
CI,CWP,33.55797,-117.55775,-0.242
CI,CWP,33.55797,-117.55775,-0.242
CI,CWP,33.55797,-117.55775,-0.242
CI,CWP,33.55797,-117.55775,-0.242
CI,CWP,33.55797,-117.55775,-0.242
CI,CWP,33.55797,-117.55775,-0.242
NC,CYB,37.80787,-122.36180,0.006
NC,CYD,37.56277,-122.09655,-0.009
CI,CYP,32.90611,-116.62722,-1.013
CI,CYP,32.90611,-116.62722,-1.013
CI,CYP,32.90611,-116.62722,-1.013
CI,CYP,32.90611,-116.62722,-1.013
CI,CYP,32.90611,-116.62722,-1.013
CI,CYP,32.90611,-116.62722,-1.013
CI,CYP,32.90611,-116.62722,-1.013
CI,CZN,33.91375,-116.78409,-0.538
CI,CZN,33.91375,-116.78409,-0.538
CI,CZN,33.91375,-116.78409,-0.538
CI,CZN,33.91375,-116.78409,-0.538
CI,CZN,33.91375,-116.78409,-0.538
CI,CZN,33.91375,-116.78409,-0.538
CI,CZN,33.91375,-116.78409,-0.538
CI,CZN,33.91375,-116.78409,-0.538
CI,CZN,33.91375,-116.78409,-0.538
CI,DAH,32.73458,-115.55859,0.042
CI,DAN,34.63745,-115.38115,-0.428
CI,DAN,34.63745,-115.38115,-0.428
CI,DAN,34.63745,-115.38115,-0.428
CI,DAN,34.63745,-115.38115,-0.428
CI,DAN,34.63745,-115.38115,-0.428
CI,DAN,34.63745,-115.38115,-0.428
CI,DAN,34.63745,-115.38115,-0.428
CI,DAN,34.63745,-115.38115,-0.428
CI,DAN,34.63745,-115.38115,-0.428
CI,DAW,36.27148,-117.59214,-1.477
CI,DAW,36.27148,-117.59214,-1.477
CI,DAW,36.27148,-117.59214,-1.477
CI,DAW,36.27148,-117.59214,-1.477
CI,DAW,36.27148,-117.59214,-1.477
CI,DAW,36.27148,-117.59214,-1.477
CI,DAW,36.27148,-117.59214,-1.477
CI,DB2,33.73521,-117.06289,-0.591
CI,DBM,34.97877,-118.36107,-1.162
PG,DC,35.21217,-120.84084,-0.238
PG,DCD,35.21217,-120.84084,-0.238
PG,DCD,35.21217,-120.84084,-0.238
CI,DEC,34.25353,-118.33383,-0.519
CI,DEC,34.25353,-118.33383,-0.519
CI,DEC,34.25353,-118.33383,-0.519
CI,DEC,34.25353,-118.33383,-0.519
CI,DEC,34.25353,-118.33383,-0.519
CI,DEC,34.25353,-118.33383,-0.519
CI,DEC,34.25353,-118.33383,-0.519
CI,DEC,34.25353,-118.33383,-0.519
CI,DEV,33.93597,-116.57794,-0.337
CI,DEV,33.93597,-116.57794,-0.337
CI,DEV,33.93597,-116.57794,-0.337
CI,DEV,33.93597,-116.57794,-0.337
CI,DEV,33.93597,-116.57794,-0.337
CI,DEV,33.93597,-116.57794,-0.337
CI,DEV,33.93597,-116.57794,-0.337
CI,DEV,33.93597,-116.57794,-0.337
CI,DGR,33.65001,-117.00947,-0.65
CI,DGR,33.65001,-117.00947,-0.65
CI,DGR,33.65001,-117.00947,-0.65
CI,DGR,33.65001,-117.00947,-0.65
CI,DGR,33.65001,-117.00947,-0.65
CI,DGR,33.65001,-117.00947,-0.65
CI,DGR,33.65001,-117.00947,-0.65
CI,DGR,33.65001,-117.00947,-0.65
CI,DHS,33.92638,-116.38629,-0.396
ZY,DILL,34.34820,-118.35700,-0.64
ZY,DILL,34.34820,-118.35700,-0.64
CI,DJJ,34.10618,-118.45505,-0.268
CI,DJJ,34.10618,-118.45505,-0.268
CI,DJJ,34.10618,-118.45505,-0.268
CI,DJJ,34.10618,-118.45505,-0.268
CI,DJJ,34.10618,-118.45505,-0.268
CI,DJJ,34.10618,-118.45505,-0.268
CI,DJJ,34.10618,-118.45505,-0.268
CI,DJJ,34.10618,-118.45505,-0.268
CI,DJJB,34.10618,-118.45505,-0.268
CI,DJJB,34.10618,-118.45505,-0.268
CI,DJJB,34.10618,-118.45505,-0.268
CI,DJJB,34.10618,-118.45505,-0.268
CI,DJJB,34.10618,-118.45505,-0.268
CI,DJJB,34.10618,-118.45505,-0.268
CI,DJJB,34.10618,-118.45505,-0.268
CI,DJJB,34.10618,-118.45505,-0.268
CI,DJJB,34.10618,-118.45505,-0.268
CI,DJJB,34.10618,-118.45505,-0.268
CI,DLA,33.84822,-118.09624,-0.014
CI,DLA,33.84822,-118.09624,-0.014
CI,DLA,33.84822,-118.09624,-0.014
CI,DLA,33.84822,-118.09624,-0.014
CI,DLA,33.84822,-118.09624,-0.014
CI,DLA,33.84822,-118.09624,-0.014
CI,DLA,33.84822,-118.09624,-0.014
CI,DLA,33.84822,-118.09624,-0.014
CI,DLT,34.17003,-117.81083,-0.55
CI,DNR,33.56667,-116.63056,-1.274
CI,DNR,33.56667,-116.63056,-1.272
CI,DNR,33.56667,-116.63056,-1.274
CI,DNR,33.56667,-116.63056,-1.272
CI,DNR,33.56667,-116.63056,-1.274
CI,DNR,33.56667,-116.63056,-1.272
CI,DNR,33.56667,-116.63056,-1.274
CI,DNR,33.56667,-116.63056,-1.272
CI,DNR,33.56667,-116.63056,-1.274
CI,DNR,33.56667,-116.63056,-1.274
CI,DNR,33.56667,-116.63056,-1.274
CI,DNR,33.56667,-116.63056,-1.272
CI,DNR,33.56667,-116.63056,-1.274
BC,DOCTX,31.95950,-114.74520,0
BC,DOCTX,31.95950,-114.74520,0
NN,DONLK,39.32840,-120.24820,-1.818
ZY,DOSK,34.24090,-118.51980,-0.27
ZY,DOSK,34.24090,-118.51980,-0.27
PG,DP,35.23300,-120.78167,-0.488
PG,DPD,35.23300,-120.78167,-0.488
PG,DPD,35.23300,-120.78167,-0.488
CI,DPP,32.99889,-116.94187,-0.463
CI,DPP,32.99889,-116.94187,-0.463
CI,DPP,32.99889,-116.94187,-0.463
CI,DPP,32.99889,-116.94187,-0.463
CI,DPP,32.99889,-116.94187,-0.463
CI,DPP,32.99889,-116.94187,-0.463
CI,DPP,32.99889,-116.94187,-0.463
CI,DPP,32.99889,-116.94187,-0.463
CI,DRC,32.80540,-115.44654,0.015
CI,DRC,32.80540,-115.44654,0.015
CI,DRC,32.80540,-115.44654,0.015
CI,DRC,32.80540,-115.44654,0.015
CI,DRC,32.80540,-115.44654,0.015
CI,DRC,32.80540,-115.44654,0.015
CI,DRE,32.80532,-115.44679,0.013
CI,DRE,32.80532,-115.44679,0.013
CI,DRE,32.80532,-115.44679,0.013
CI,DRE,32.80532,-115.44679,0.013
CI,DRE,32.80532,-115.44679,0.013
CI,DRE,32.80532,-115.44679,0.013
CI,DRE,32.80532,-115.44679,0.013
CI,DRE,32.80532,-115.44679,0.013
CI,DRE,32.80532,-115.44679,0.013
CI,DSC,35.14255,-116.10395,-0.283
CI,DSC,35.14255,-116.10395,-0.283
CI,DSC,35.14255,-116.10395,-0.283
CI,DSC,35.14255,-116.10395,-0.283
CI,DSC,35.14255,-116.10395,-0.283
CI,DSC,35.14255,-116.10395,-0.283
CI,DSC,35.14255,-116.10395,-0.283
CI,DSC,35.14255,-116.10395,-0.283
CI,DSC,35.14255,-116.10395,-0.283
CI,DSC,35.14255,-116.10395,-0.283
CI,DSC,35.14255,-116.10395,-0.283
CI,DSN10,34.13619,-118.12744,-0.232
CI,DSN10,34.13619,-118.12744,-0.232
CI,DSN10,34.13619,-118.12744,-0.232
CI,DSN10,34.13619,-118.12744,-0.232
CI,DSN8,34.13620,-118.12760,-0.247
CI,DSN8,34.13620,-118.12760,-0.247
CI,DSN9,34.13620,-118.12760,-0.247
CI,DSN9,34.13620,-118.12760,-0.247
NN,DSP,37.36800,-117.97220,-1.692
NN,DSP,37.36800,-117.97220,-1.692
CI,DTC,34.42416,-118.66191,-0.382
CI,DTC,34.42416,-118.66191,0
CI,DTC,34.42416,-118.66191,-0.382
CI,DTC,34.42416,-118.66191,-0.382
CI,DTC,34.42416,-118.66191,0
CI,DTC,34.42416,-118.66191,0
CI,DTC,34.42416,-118.66191,0
CI,DTC,34.42416,-118.66191,-0.382
CI,DTP,35.26742,-117.84581,-0.908
CI,DTP,35.26742,-117.84581,-0.908
CI,DTP,35.26742,-117.84581,-0.908
CI,DTP,35.26742,-117.84581,-0.908
CI,DTP,35.26742,-117.84581,-0.908
CI,DTP,35.26742,-117.84581,-0.908
CI,DTP,35.26742,-117.84581,-0.908
CI,DVL,34.19986,-117.32899,-0.554
CI,DVT,32.65915,-116.10061,-0.881
CI,DVT,32.65915,-116.10061,-0.881
CI,DVT,32.65915,-116.10061,-0.881
CI,DVT,32.65915,-116.10061,-0.881
CI,DVT,32.65915,-116.10061,-0.881
CI,DVT,32.65915,-116.10061,-0.881
CI,DVT,32.65915,-116.10061,-0.881
CI,DVT,32.65915,-116.10061,-0.881
ZY,DWSR,33.76583,-116.54607,-0.162
ZY,DWSR,33.76583,-116.54607,-0.162
CI,DZA,32.60657,-116.77477,-0.554
CI,DZA,32.60657,-116.77477,-0.554
CI,DZA,32.60657,-116.77477,-0.554
CI,DZA,32.60657,-116.77477,-0.554
CI,DZA,32.60657,-116.77477,-0.554
CI,DZA,32.60657,-116.77477,-0.554
CI,DZA,32.60657,-116.77477,-0.554
CI,EAG,33.84905,-115.47394,-0.319
PG,EC,35.33333,-120.71817,-0.259
CI,ECC,32.79841,-115.54910,0.064
CI,ECF,34.45801,-119.09154,-0.956
ZY,EDC1,33.91662,-116.32661,-0.48
ZY,EDC2,33.91662,-116.32661,-0.48
ZY,EDC2,33.91662,-116.32661,-0.48
ZY,EDCY,33.90383,-116.33644,-0.377
ZY,EDOM,33.86961,-116.42984,-0.454
ZY,EDOM,33.86961,-116.42984,-0.454
CI,EDW,34.88303,-117.99106,-0.789
CI,EDW,34.88303,-117.99106,-0.789
CI,EDW,34.88303,-117.99106,-0.789
CI,EDW,34.88303,-117.99106,-0.789
CI,EDW,34.88303,-117.99106,-0.789
CI,EDW,34.88303,-117.99106,-0.789
CI,EDW,34.88303,-117.99106,-0.789
CI,EDW2,34.88110,-117.99388,-0.772
CI,EDW2,34.88110,-117.99388,-0.772
CI,EDW2,34.88110,-117.99388,-0.772
CI,EDW2,34.88110,-117.99388,-0.772
CI,EDW2,34.88110,-117.99388,-0.772
CI,EDW2,34.88110,-117.99388,-0.772
CI,EDW2,34.88110,-117.99388,-0.772
CI,EDW2,34.88110,-117.99388,-0.772
CI,EDW2,34.88110,-117.99388,-0.772
PG,EFD,35.32050,-120.72500,-0.095
PG,EFD,35.32050,-120.72500,-0.095
ZY,EFRN,34.23140,-118.55900,-0.22
ZY,EFRN,34.23140,-118.55900,-0.22
CI,EL2,34.52950,-117.64350,-0.979
CI,ELC,32.78140,-115.53560,0.041
AZ,ELKS,33.58130,-116.44960,-1.169
CI,ELM,34.52638,-117.64064,-0.954
EN,ELM,33.17720,-115.61340,0.064
CI,ELR,33.14747,-115.83335,0.097
CI,ELS,33.64698,-117.42812,-0.79
CI,ELS2,33.64907,-117.42604,-0.844
CI,ELS2,33.64907,-117.42604,-0.844
CI,ELS2,33.64907,-117.42604,-0.844
CI,ELS2,33.64907,-117.42604,-0.844
CI,ELS2,33.64907,-117.42604,-0.844
CI,ELS2,33.64907,-117.42604,-0.844
CI,EML,32.89083,-116.84566,-0.161
CI,EML,32.89083,-116.84566,-0.161
CI,EML,32.89083,-116.84566,-0.161
CI,EML,32.89083,-116.84566,-0.161
CI,EML,32.89083,-116.84566,-0.161
CI,EML,32.89083,-116.84566,-0.161
CI,EML,32.89083,-116.84566,-0.161
CI,EML,32.89083,-116.84566,-0.161
CI,EML,32.89083,-116.84566,-0.161
CI,EML,32.89083,-116.84566,-0.161
CI,EML,32.89083,-116.84566,-0.161
CI,EML,32.89083,-116.84566,-0.161
CI,EML,32.89083,-116.84566,-0.161
CI,EML,32.89083,-116.84566,-0.161
CI,EMS,32.73921,-114.98521,-0.011
CI,EMS,32.73921,-114.98521,-0.011
CI,EMS,32.73921,-114.98521,-0.011
CI,EMS,32.73921,-114.98521,-0.011
EN,ENG,33.14770,-115.54380,0.064
CI,EOC,34.45029,-119.76941,-0.075
CI,EOC,34.45029,-119.76941,-0.075
CI,EOC,34.45029,-119.76941,-0.075
CI,EOC,34.45029,-119.76941,-0.075
CI,EOC,34.45029,-119.76941,-0.075
CI,EOC,34.45029,-119.76941,-0.075
CI,EOC,34.45029,-119.76941,-0.075
CI,EOC,34.45029,-119.76941,-0.075
CI,EOC,34.45029,-119.76941,-0.075
CI,EOC,34.45029,-119.76941,-0.075
CI,EOC,34.45029,-119.76941,-0.075
ZY,EORD,34.65607,-116.71799,-1.16
ZY,EORD,34.65607,-116.71799,-1.16
CI,ERP,32.74311,-115.66354,0.042
CI,ERR,33.11652,-115.82273,0.056
CI,ERR,33.11675,-115.82267,0.056
CI,ERR,33.11652,-115.82273,0.056
CI,ERR,33.11675,-115.82267,0.056
CI,ERR,33.11675,-115.82267,0.056
CI,ERR,33.11652,-115.82273,0.056
CI,ERR,33.11675,-115.82267,0.056
CI,ERR,33.11675,-115.82267,0.056
CI,ERR,33.11652,-115.82273,0.056
CI,ERR,33.11675,-115.82267,0.056
CI,ERR,33.11675,-115.82267,0.056
CI,ERR,33.11652,-115.82273,0.056
CI,ERR,33.11675,-115.82267,0.056
CI,ERR,33.11652,-115.82273,0.056
CI,ERR,33.11652,-115.82273,0.056
CI,ERR,33.11675,-115.82267,0.056
ZY,ERWL,34.23493,-116.79843,-2.102
ZY,ERWL,34.23493,-116.79843,-2.102
CI,ESI,33.67388,-117.32643,-0.388
CI,ESI,33.67388,-117.32643,-0.388
CI,ESI,33.67388,-117.32643,-0.388
CI,ESI2,33.67493,-117.32592,-0.388
CI,ESI2,33.67493,-117.32592,-0.388
CI,ESI2,33.67493,-117.32592,-0.388
CI,ESI2,33.67493,-117.32592,-0.388
CI,ESI2,33.67493,-117.32592,-0.388
CI,ESI2,33.67493,-117.32592,-0.388
CI,ESI2,33.67493,-117.32592,-0.388
CI,ESI2,33.67493,-117.32592,-0.388
CI,ESI2,33.67493,-117.32592,-0.388
ZY,ETHY,34.16570,-118.41750,-0.17
ZY,ETHY,34.16570,-118.41750,-0.17
CI,EW2,33.94059,-116.40839,-0.639
CI,EW2,33.94059,-116.40839,-0.639
CI,EW2,33.94059,-116.40839,-0.639
CI,EWC,33.93724,-116.38216,-0.466
CI,EWC,33.93724,-116.38216,-0.466
CI,EWC,33.93724,-116.38216,-0.466
FA,FABS,34.06680,-118.44200,-0.066
FA,FABS,34.06680,-118.44200,-0.066
CI,FAL,34.30985,-117.81000,-2.324
NN,FALN,39.49810,-118.84470,-1.23
BK,FARB,37.69782,-123.00110,0.018
BK,FARB,37.69782,-123.00110,0.018
BK,FARB,37.69782,-123.00110,0.018
CI,FDR,35.64262,-118.93433,-0.35
CI,FDR,35.64262,-118.93433,-0.35
CI,FDR,35.64262,-118.93433,-0.35
CI,FDR,35.64262,-118.93433,-0.35
CI,FDR,35.64262,-118.93433,-0.35
CI,FDR,35.64262,-118.93433,-0.35
CI,FDR,35.64262,-118.93433,-0.35
NN,FERN,39.59090,-119.22730,-1.23
CI,FHO,34.09355,-116.93588,-1.614
CI,FHO,34.09355,-116.93588,-1.614
CI,FHO,34.09355,-116.93588,-1.614
CI,FHO,34.09355,-116.93588,-1.614
CI,FHO,34.09355,-116.93588,-1.614
CI,FHO,34.09355,-116.93588,-1.614
CI,FHO,34.09355,-116.93588,-1.614
CI,FHO,34.09355,-116.93588,-1.614
CI,FHO,34.09355,-116.93588,-1.614
CI,FHO,34.09355,-116.93588,-1.614
CI,FHO,34.09355,-116.93588,-1.614
CI,FHO,34.09355,-116.93588,-1.614
CI,FHO,34.09355,-116.93588,-1.614
CI,FIG,34.72832,-119.98803,-0.945
CI,FIG,34.72832,-119.98803,-0.945
CI,FIG,34.72832,-119.98803,-0.943
CI,FIG,34.72832,-119.98803,-0.945
CI,FIG,34.72832,-119.98803,-0.945
