network,station,latitude,longitude,depth
CI,BBS,33.92139,-116.98058,-0.785
CI,BBS,33.92139,-116.98058,-0.785
CI,BBS,33.92139,-116.98058,-0.785
CI,BC2,33.65702,-115.46202,-0.995
CI,BC3,33.65515,-115.45366,-1.137
CI,BC3,33.65484,-115.45309,-1.08
CI,BC3,33.65515,-115.45366,-1.137
CI,BC3,33.65515,-115.45366,-1.137
CI,BC3,33.65515,-115.45366,-1.137
CI,BC3,33.65515,-115.45366,-1.137
CI,BC3,33.65515,-115.45366,-1.137
CI,BC3,33.65515,-115.45366,-1.137
CI,BC3,33.65515,-115.45366,-1.137
CI,BCC,33.57508,-117.26119,-0.391
CI,BCC,33.57508,-117.26119,-0.391
CI,BCC,33.57508,-117.26119,-0.391
CI,BCC,33.57508,-117.26119,-0.391
CI,BCC,33.57508,-117.26119,-0.391
CI,BCC,33.57508,-117.26119,-0.391
CI,BCH,35.18534,-120.08506,-1.108
CI,BCH,35.18542,-120.08522,-1.109
CI,BCH,35.18542,-120.08522,-1.109
CI,BCH,35.18534,-120.08506,-1.108
CI,BCH,35.18534,-120.08506,-1.108
CI,BCH,35.18534,-120.08506,-1.108
CI,BCH,35.18534,-120.08506,-1.108
CI,BCH,35.18534,-120.08506,-1.109
CI,BCH,35.18534,-120.08506,-1.109
CI,BCH,35.18534,-120.08506,-1.108
CI,BCK,32.72492,-115.04475,0.006
CI,BCM,33.65539,-115.44877,-1.141
ZY,BCPP,34.20240,-118.69860,-0.45
ZY,BCPP,34.20240,-118.69860,-0.45
CI,BCW,34.94009,-119.41313,-1.101
CI,BCW,34.94009,-119.41313,-1.101
CI,BCW,34.94009,-119.41313,-1.101
CI,BCW,34.94009,-119.41313,-1.101
CI,BCW,34.94009,-119.41313,-1.101
CI,BCW,34.94009,-119.41313,-1.101
BK,BDM,37.95397,-121.86554,-0.219
BK,BDM,37.95397,-121.86554,-0.219
BK,BDM,37.95397,-121.86554,-0.219
BK,BDM,37.95397,-121.86554,-0.219
BK,BDM,37.95397,-121.86554,-0.219
BK,BDM,37.95397,-121.86554,-0.219
BK,BDM,37.95397,-121.86554,-0.219
BK,BDM,37.95397,-121.86554,-0.219
BK,BDM,37.95397,-121.86554,-0.219
BK,BDM,37.95397,-121.86554,-0.219
NN,BDNV,36.04540,-115.40210,-1.036
ZY,BEAR,34.35800,-118.39590,-0.8
ZY,BEAR,34.35800,-118.39590,-0.8
CI,BEL,34.00060,-115.99820,-1.388
CI,BEL,34.00060,-115.99820,-1.388
CI,BEL,34.00060,-115.99820,-1.388
CI,BEL,34.00060,-115.99820,-1.388
CI,BEL,34.00060,-115.99820,-1.388
CI,BEL,34.00060,-115.99820,-1.388
CI,BEL,34.00060,-115.99820,-1.388
CI,BEL,34.00060,-115.99820,-1.388
NN,BEN,37.71540,-118.57410,-2.476
CI,BFS,34.23883,-117.65853,-1.312
CI,BFS,34.23883,-117.65853,-1.312
CI,BFS,34.23883,-117.65853,-1.312
CI,BFS,34.23883,-117.65853,-1.312
CI,BFS,34.23883,-117.65853,-1.312
CI,BFS,34.23883,-117.65853,-1.312
CI,BFS,34.23883,-117.65853,-1.312
CI,BFS,34.23883,-117.65853,-1.312
CI,BHM,34.27886,-116.61597,-1.806
CI,BHP,33.99053,-118.36171,-0.081
NN,BHP,37.30000,-118.48830,-2.171
CI,BHP,33.99053,-118.36171,-0.081
CI,BHP,33.99053,-118.36171,-0.081
CI,BHP,33.99053,-118.36171,-0.081
CI,BHP,33.99053,-118.36171,-0.081
CI,BHP,33.99053,-118.36171,-0.081
CI,BHP,33.99053,-118.36171,-0.081
NC,BJOB,36.61087,-121.31467,-1.052
CI,BKR,35.26930,-116.07030,-0.275
CI,BKR,35.26930,-116.07030,-0.275
CI,BKR,35.26930,-116.07030,-0.275
CI,BKR,35.26930,-116.07030,-0.275
CI,BKR,35.26930,-116.07030,-0.275
CI,BKR,35.26930,-116.07030,-0.275
BK,BKS,37.87622,-122.23558,-0.243
BK,BKS,37.87622,-122.23558,-0.243
BK,BKS,37.87622,-122.23558,-0.243
BK,BKS,37.87622,-122.23558,-0.243
BK,BKS,37.87622,-122.23558,-0.243
BK,BKS,37.87622,-122.23558,-0.243
BK,BKS,37.87622,-122.23558,-0.243
BK,BKS,37.87622,-122.23558,-0.243
BK,BKS,37.87622,-122.23558,-0.243
BK,BKS,37.87622,-122.23558,-0.243
BK,BKS,37.87622,-122.23558,-0.243
WR,BKW,39.76914,-120.43647,-2.209
PG,BL,35.53383,-120.90667,-0.457
BK,BL67,37.87492,-122.24318,-0.736
BK,BL67,37.87492,-122.24318,-0.736
BK,BL88,37.87715,-122.25429,-0.602
CI,BLA,34.06948,-116.38896,-1.243
CI,BLA,34.06948,-116.38896,-1.243
CI,BLA,34.06948,-116.38896,-1.243
CI,BLA,34.06948,-116.38896,-1.243
CI,BLA,34.06948,-116.38896,-1.243
CI,BLA,34.06948,-116.38896,-1.243
CI,BLA,34.06948,-116.38896,-1.243
CI,BLA,34.06948,-116.38896,-1.243
CI,BLA2,34.06931,-116.38993,-1.245
CI,BLA2,34.06931,-116.38993,-1.245
CI,BLA2,34.06931,-116.38993,-1.245
CI,BLA2,34.06931,-116.38993,-1.245
CI,BLA2,34.06931,-116.38993,-1.245
CI,BLA2,34.06931,-116.38993,-1.245
CI,BLA2,34.06931,-116.38993,-1.245
CI,BLC,34.24356,-118.67312,-0.607
CI,BLC,34.24356,-118.67312,-0.607
CI,BLC,34.24356,-118.67312,-0.607
CI,BLC,34.24356,-118.67312,-0.607
CI,BLC,34.24356,-118.67312,-0.607
CI,BLC,34.24356,-118.67312,-0.607
CI,BLC,34.24356,-118.67312,-0.607
PG,BLD,35.53383,-120.90667,-0.457
PG,BLD,35.53383,-120.90667,-0.457
NN,BLDCY,36.00490,-114.82630,-0.597
CI,BLK,35.08867,-117.21975,-0.619
CI,BLU,34.40686,-117.72778,-1.843
CI,BLU,34.40686,-117.72778,-1.843
CI,BLY,33.75030,-114.52375,-0.201
CI,BLY,33.75030,-114.52375,-0.201
CI,BLY,33.75030,-114.52375,-0.201
CI,BLY,33.75030,-114.52375,-0.201
CI,BLY,33.75030,-114.52375,-0.201
CI,BLY,33.75030,-114.52375,-0.201
CI,BLY,33.75030,-114.52375,-0.201
CI,BLY,33.75030,-114.52375,-0.201
CI,BLY,33.75030,-114.52375,-0.201
CI,BLY,33.75030,-114.52375,-0.201
CI,BLY,33.75030,-114.52375,-0.201
CI,BLY,33.75030,-114.52375,-0.201
CI,BLY,33.75030,-114.52375,-0.201
CI,BLY,33.75030,-114.52375,-0.201
CI,BMM,33.75673,-114.58642,-0.516
NC,BMS,36.66308,-120.79292,-0.78
CI,BMT,35.13641,-118.59723,-1.2
ZY,BNJI,34.16248,-116.32100,-0.827
ZY,BNJI,34.16248,-116.32100,-0.827
CI,BOM,33.36465,-115.72963,0.054
CI,BOM,33.36465,-115.72963,0.054
CI,BOM,33.36465,-115.72963,0.054
CI,BOM,33.36465,-115.72963,0.054
CI,BOM,33.36465,-115.72963,0.054
CI,BOM,33.36465,-115.72963,0.054
CI,BOM,33.36465,-115.72963,0.054
NN,BON,37.95510,-118.30270,-2.582
CI,BON,32.69732,-115.26902,0.014
NN,BON,37.95510,-118.30270,-2.582
CI,BOO,34.87632,-117.91109,-0.671
CI,BOR,33.26820,-116.41716,-0.251
CI,BOR,33.26820,-116.41716,-0.252
CI,BOR,33.26820,-116.41716,-0.252
CI,BOR,33.26820,-116.41716,-0.251
CI,BOR,33.26820,-116.41716,-0.252
CI,BOR,33.26820,-116.41716,-0.251
CI,BOR,33.26820,-116.41716,-0.252
CI,BOR,33.26820,-116.41716,-0.251
CI,BOR,33.26820,-116.41716,-0.252
CI,BOR,33.26820,-116.41716,-0.252
CI,BOR,33.26820,-116.41716,-0.252
CI,BOR,33.26820,-116.41716,-0.251
CI,BOR,33.26820,-116.41716,-0.252
CI,BOR,33.26820,-116.41716,-0.252
CI,BOR,33.26820,-116.41716,-0.252
CI,BOR,33.26820,-116.41716,-0.251
CI,BPK,34.12472,-114.21041,-0.457
CI,BR2,32.97899,-115.54936,0.067
CI,BR2,32.97899,-115.54936,0.067
CI,BRA,32.97899,-115.54936,0.067
CI,BRA,32.97899,-115.54936,0.067
CI,BRA,32.97899,-115.54936,0.067
ZY,BRCC,34.07209,-116.39146,-1.207
ZY,BRCC,34.07209,-116.39146,-1.207
ZY,BRCJ,34.06897,-116.39225,-1.223
ZY,BRCJ,34.06897,-116.39225,-1.223
ZY,BRCY,34.30740,-118.60370,-0.61
ZY,BRCY,34.30740,-118.60370,-0.61
ZY,BRDO,33.82960,-116.14899,-0.483
CI,BRE,33.80776,-117.98116,-0.024
CI,BRE,33.80776,-117.98116,-0.024
CI,BRE,33.80776,-117.98116,-0.024
CI,BRE,33.80776,-117.98116,-0.024
CI,BRE,33.80776,-117.98116,-0.024
CI,BRE,33.80776,-117.98116,-0.024
CI,BRE,33.80776,-117.98116,-0.024
CI,BRE,33.80776,-117.98116,-0.024
CI,BRE,33.80776,-117.98116,-0.024
CI,BRG,33.17139,-116.17470,-0.205
BK,BRIB,37.91881,-122.15176,-0.218
BK,BRIB,37.91886,-122.15170,-0.187
BK,BRIB,37.91881,-122.15176,-0.218
BK,BRIB,37.91887,-122.15179,-0.219
BK,BRIB,37.91887,-122.15179,-0.219
BK,BRIB,37.91887,-122.15179,-0.219
BK,BRK,37.87352,-122.26099,-0.049
BK,BRK,37.87352,-122.26099,-0.049
BK,BRK,37.87352,-122.26099,-0.049
BK,BRK,37.87352,-122.26099,-0.049
NC,BRM,36.84505,-120.82465,-0.343
CI,BRS,33.97145,-116.91265,-1.075
CI,BRS,33.97145,-116.91265,-1.075
CI,BRS,33.97145,-116.91265,-1.075
CI,BRT,34.61206,-117.96354,-0.757
CI,BSC,32.73028,-115.05111,-0.043
NC,BSG,36.41381,-121.25518,-0.16
NC,BSG,36.41381,-121.25518,-0.16
CI,BTC,33.01213,-115.21987,-0.039
CI,BTC,33.01213,-115.21987,-0.039
CI,BTC,33.01213,-115.21987,-0.039
CI,BTC,33.01213,-115.21987,-0.039
CI,BTC,33.01213,-115.21987,-0.039
CI,BTC,33.01213,-115.21987,-0.039
CI,BTC,33.01213,-115.21987,-0.039
CI,BTC,33.01213,-115.21987,-0.039
CI,BTL,34.25698,-117.00521,-2.527
CI,BTP,34.68224,-118.57398,-1.702
CI,BTP,34.68224,-118.57398,-1.702
CI,BTP,34.68224,-118.57398,-1.702
CI,BTP,34.68224,-118.57398,-1.702
CI,BTP,34.68224,-118.57398,-1.702
CI,BTP,34.68224,-118.57398,-1.702
CI,BTP,34.68224,-118.57398,-1.702
CI,BTP,34.68224,-118.57398,-1.702
PG,BUD,35.23990,-120.86900,-0.435
CI,BUE,34.61299,-120.19679,-0.11
CI,BUE,34.61299,-120.19679,-0.11
CI,BUE,34.61299,-120.19679,-0.11
CI,BUE,34.61299,-120.19679,-0.11
CI,BUE,34.61299,-120.19679,-0.11
CI,BUE,34.61299,-120.19679,-0.11
CI,BUE,34.61299,-120.19679,-0.11
CI,BUE,34.61299,-120.19679,-0.11
CI,BUE,34.61299,-120.19679,-0.11
CI,BUE,34.61299,-120.19679,-0.11
CI,BUE,34.61299,-120.19679,-0.11
SB,BVDA,33.32673,-116.36714,-0.232
SB,BVDA,33.32673,-116.36714,-0.232
SB,BVDA,33.32673,-116.36714,-0.232
CI,BVH,34.07618,-118.39590,-0.039
NP,BVH,34.07618,-118.39590,-0.039
NP,BVH,34.07618,-118.39590,-0.039
CI,BVH,34.07618,-118.39590,-0.039
AZ,BZN,33.49150,-116.66700,-1.301
AZ,BZN,33.49150,-116.66700,-1.301
AZ,BZN,33.49150,-116.66700,-1.301
AZ,BZN,33.49150,-116.66700,-1.301
AZ,BZN,33.49150,-116.66700,-1.301
NC,C001,37.52150,-121.93376,-0.096
NC,C002,37.55845,-122.03451,-0.007
NC,C003,37.70721,-122.08397,-0.074
NC,C004,37.84406,-122.21795,-0.189
NC,C005,37.81075,-122.23608,-0.187
NC,C006,37.59178,-122.05824,-0.006
NC,C007,37.89557,-122.26280,-0.255
NC,C008,37.89565,-122.29359,-0.004
NC,C009,37.80486,-122.18410,-0.263
NC,C010,37.94400,-122.00993,-0.051
NC,C011,37.90642,-122.29238,-0.03
NC,C012,37.92636,-122.31248,-0.036
NC,C013,37.82383,-122.18861,-0.403
NC,C014,37.68269,-122.06000,-0.068
NC,C015,37.55944,-121.99373,-0.023
NC,C016,37.39635,-121.86703,-0.033
NC,C017,37.50649,-121.92620,-0.034
NC,C018,37.97930,-122.11738,-0.09
NC,C019,37.98365,-122.01386,-0.031
NC,C020,37.80085,-122.20752,-0.074
NC,C021,37.69500,-122.06376,-0.068
NC,C022,37.53614,-121.97495,-0.01
NC,C023,37.51044,-121.95400,-0.001
NC,C024,37.94334,-122.33584,-0.025
NC,C025,37.64372,-121.90046,-0.097
NC,C026,37.87052,-122.05135,-0.089
NC,C027,37.79351,-121.97967,-0.135
NC,C028,37.85095,-122.24588,-0.104
NC,C029,37.78882,-121.97125,-0.129
NC,C030,37.15492,-121.60989,-0.268
NC,C031,37.86322,-122.27693,-0.029
NC,C032,38.08251,-122.15759,-0.076
NC,C033,37.84670,-122.28954,-0.002
NC,C034,37.57280,-121.96332,-0.015
NC,C035,37.96980,-122.02692,-0.023
NC,C036,37.38024,-121.79311,-0.329
NC,C037,37.35515,-121.88485,-0.022
NC,C038,37.72046,-122.17654,-0.028
NC,C039,37.46707,-121.91160,-0.027
NC,C040,37.98966,-122.31409,-0.053
NC,C041,37.37570,-121.82609,-0.054
NC,C042,37.82226,-122.12768,-0.15
NC,C043,37.86848,-122.24855,-0.154
NC,C044,37.73078,-122.23119,0.005
NC,C045,37.74962,-121.96196,-0.138
NC,C046,37.35363,-121.88254,-0.007
NC,C047,37.82915,-122.02029,-0.116
NC,C048,37.57509,-121.99166,-0.015
NC,C049,37.77660,-122.27846,-0.009
NC,C050,37.52397,-121.92561,-0.106
NC,C051,37.74665,-122.23861,-0.004
NC,C052,37.29625,-121.80662,-0.05
NC,C053,37.68539,-121.87335,-0.106
NC,C054,37.27119,-121.82442,-0.057
NC,C055,37.65745,-122.11035,-0.011
NC,C056,37.63631,-122.12636,0.015
NC,C057,37.95554,-121.69788,-0.024
NC,C058,37.75642,-122.22576,-0.008
NC,C059,37.34257,-121.77237,-0.244
NC,C060,37.58482,-122.02712,-0.003
NC,C061,37.77791,-122.20970,-0.018
NC,C062,37.66753,-121.90343,-0.086
NC,C063,37.76514,-122.18909,0.04
NC,C064,37.80512,-122.18457,-0.25
NC,C065,37.96294,-122.27589,-0.11
NC,C066,37.91324,-122.28584,-0.153
NC,C067,37.97609,-122.28955,-0.113
NC,C068,37.64464,-122.07405,-0.013
NC,C069,37.64775,-121.89606,-0.083
NC,C070,37.70278,-122.13183,-0.003
NC,C071,37.68214,-122.13322,-0.001
NC,C072,37.28581,-121.75589,-0.16
NC,C073,37.65579,-122.05423,-0.19
GS,CA01,35.66512,-117.42368,-0.57
GS,CA01,35.66512,-117.42368,-0.57
GS,CA01,35.66512,-117.42368,-0.57
GS,CA01,35.66512,-117.42368,-0.57
GS,CA01,35.66512,-117.42368,-0.57
GS,CA01,35.66512,-117.42368,-0.57
GS,CA01,35.66512,-117.42368,-0.57
GS,CA01,35.66512,-117.42368,-0.57
GS,CA02,35.82915,-117.35542,-0.541
GS,CA02,35.82915,-117.35542,-0.541
GS,CA02,35.82915,-117.35542,-0.541
GS,CA02,35.82915,-117.35542,-0.541
GS,CA02,35.82915,-117.35542,-0.541
GS,CA02,35.82915,-117.35542,-0.541
GS,CA02,35.82915,-117.35542,-0.541
GS,CA02,35.82915,-117.35542,-0.541
GS,CA03,35.62204,-117.56911,-0.762
GS,CA03,35.62204,-117.56911,-0.762
GS,CA03,35.62204,-117.56911,-0.762
GS,CA03,35.62204,-117.56911,-0.762
GS,CA03,35.62204,-117.56911,-0.762
GS,CA04,35.47833,-117.56020,-1.005
GS,CA04,35.47833,-117.56020,-1.005
GS,CA04,35.47833,-117.56020,-1.005
GS,CA04,35.47833,-117.56020,-1.005
GS,CA04,35.47833,-117.56020,-1.005
GS,CA04,35.47833,-117.56020,-1.005
GS,CA04,35.47833,-117.56020,-1.005
GS,CA04,35.47833,-117.56020,-1.005
GS,CA05,35.58926,-117.28689,-0.612
GS,CA05,35.58926,-117.28689,-0.612
GS,CA05,35.58926,-117.28689,-0.612
GS,CA05,35.58926,-117.28689,-0.612
GS,CA05,35.58926,-117.28689,-0.612
GS,CA05,35.58926,-117.28689,-0.612
GS,CA05,35.58926,-117.28689,-0.612
GS,CA05,35.58926,-117.28689,-0.612
GS,CA06,35.59962,-117.49268,-0.796
GS,CA06,35.59962,-117.49268,-0.796
GS,CA06,35.59962,-117.49268,-0.796
GS,CA06,35.59962,-117.49268,-0.796
GS,CA06,35.59962,-117.49268,-0.796
GS,CA06,35.59962,-117.49268,-0.796
GS,CA06,35.59962,-117.49268,-0.796
GS,CA06,35.59962,-117.49268,-0.796
GS,CA07,35.79059,-117.35803,-0.505
GS,CA07,35.79059,-117.35803,-0.505
GS,CA08,35.76920,-117.37560,-0.509
GS,CA08,35.76920,-117.37560,-0.509
GS,CA09,35.62155,-117.67235,-0.699
GS,CA09,35.62155,-117.67235,-0.699
GS,CA10,35.56736,-117.66743,-0.835
GS,CA10,35.56736,-117.66743,-0.835
CI,CAB,34.15573,-118.64093,-0.259
CI,CAB,34.15573,-118.64093,-0.259
CI,CAC,34.13678,-118.12199,-0.23
CI,CAC,34.13678,-118.12199,-0.23
CI,CAC,34.13678,-118.12199,-0.23
CI,CAC,34.13678,-118.12199,-0.23
NC,CADB,37.16346,-121.62645,-0.19
NC,CAG,37.85727,-122.42266,-0.06
CI,CAH,33.49296,-116.72386,-1.313
CI,CAL,35.10331,-117.94924,-0.69
CI,CAL,35.10331,-117.94924,-0.69
NC,CAL,37.45035,-121.80037,-0.251
CI,CALB,34.14302,-118.62839,-0.276
CI,CALB,34.14302,-118.62839,-0.276
CI,CAM,34.25451,-119.03419,-0.222
CI,CAP,33.38822,-117.19495,-0.285
CI,CAP,33.38822,-117.19495,-0.285
CI,CAP,33.38822,-117.19495,-0.285
CI,CAP,33.38822,-117.19495,-0.285
CI,CAP,33.38822,-117.19495,-0.285
CI,CAP,33.38822,-117.19495,-0.285
CI,CAR,35.30819,-119.84583,-0.765
CI,CAR,35.30819,-119.84583,-0.765
CI,CAR,35.30819,-119.84583,-0.765
CI,CAR,35.30819,-119.84583,-0.765
CI,CAR,35.30819,-119.84583,-0.765
CI,CAR,35.30819,-119.84583,-0.765
CI,CAR,35.30819,-119.84583,-0.765
CI,CAR,35.30819,-119.84583,-0.765
CI,CAR,35.30819,-119.84583,-0.765
NN,CAS,37.57570,-118.55390,-2.295
CI,CAV,35.05071,-116.34534,-0.558
CI,CBC,34.14011,-118.12750,-0.239
CI,CBC,34.14011,-118.12750,-0.239
CI,CBC,34.13989,-118.12756,-0.253
CI,CBC,34.13972,-118.12715,-0.253
CI,CBC,34.14011,-118.12750,-0.248
CI,CBC,34.14011,-118.12750,-0.239
CI,CBC,34.14011,-118.12750,-0.239
CI,CBC,34.14011,-118.12750,-0.239
CI,CBC,34.14011,-118.12750,-0.239
CI,CBC,34.14011,-118.12750,-0.248
CI,CBC,34.13989,-118.12756,-0.253
CI,CBC,34.13972,-118.12715,-0.253
CI,CBC,34.14011,-118.12750,-0.239
CI,CBC,34.14011,-118.12750,-0.239
CI,CBC,34.13989,-118.12756,-0.253
CI,CBC,34.14011,-118.12750,-0.239
CI,CBC,34.13972,-118.12715,-0.253
CI,CBC,34.14011,-118.12750,-0.248
CI,CBK,32.91580,-116.25226,-0.355
NC,CBP,37.74766,-121.70843,-0.167
NC,CBR,37.81647,-122.06302,-0.58
BC,CBX,32.31310,-116.66360,-1.25
CI,CCA,35.15252,-118.01649,-0.71
CI,CCA,35.15252,-118.01649,-0.71
CI,CCA,35.15252,-118.01649,-0.71
CI,CCA,35.15252,-118.01649,-0.71
CI,CCA,35.15252,-118.01649,-0.71
CI,CCA,35.15252,-118.01649,-0.71
CI,CCA,35.15252,-118.01649,-0.71
CI,CCA,35.15252,-118.01649,-0.71
CI,CCC,35.52495,-117.36453,-0.67
CI,CCC,35.52495,-117.36453,-0.67
CI,CCC,35.52495,-117.36453,-0.67
CI,CCC,35.52495,-117.36453,-0.67
CI,CCC,35.52495,-117.36453,-0.67
CI,CCC,35.52495,-117.36453,-0.67
CI,CCC,35.52495,-117.36453,-0.67
CI,CCC,35.52495,-117.36453,-0.67
CI,CCM,33.42923,-115.46543,-0.44
NC,CCOB,37.25898,-121.67312,-0.371
CI,CCR,34.36082,-116.94090,-1.383
CI,CCR,34.36082,-116.94090,-1.383
BC,CCX,31.86789,-116.66446,-0.036
BC,CCX,31.86789,-116.66446,-0.036
CI,CDD,32.58395,-114.35617,-0.213
CI,CDD,32.58395,-114.35617,-0.213
CI,CDD,32.58395,-114.35617,-0.213
CI,CDD,32.58395,-114.35617,-0.213
CI,CDD,32.58395,-114.35617,-0.213
CI,CDD,32.58395,-114.35617,-0.213
CI,CDD,32.58395,-114.35617,-0.213
CI,CDM,34.36855,-119.34144,-0.166
CI,CDM,34.36855,-119.34144,-0.166
CI,CDM,34.36855,-119.34144,-0.166
CI,CDM,34.36855,-119.34144,-0.166
CI,CDM,34.36855,-119.34144,-0.166
CI,CDM,34.36855,-119.34144,-0.166
CI,CDM,34.36855,-119.34144,-0.166
NC,CDOB,37.72940,-121.83346,-0.139
CI,CDY,34.83007,-116.33717,-0.934
CI,CFD,34.39927,-119.51576,-0.008
CI,CFD,34.39927,-119.51576,-0.008
CI,CFD,34.39927,-119.51576,-0.008
CI,CFL,34.33296,-118.02387,-1.56
CI,CFL,34.33296,-118.02387,-1.56
CI,CFS,34.10539,-117.28287,-0.312
CI,CFS,34.10539,-117.28287,-0.312
CI,CFS,34.10539,-117.28287,-0.312
CI,CFS,34.10539,-117.28287,-0.312
CI,CFS,34.10539,-117.28287,-0.312
CI,CFS,34.10539,-117.28287,-0.312
CI,CFS,34.10539,-117.28287,-0.312
CI,CFS,34.10539,-117.28287,-0.312
CI,CFS,34.10539,-117.28287,-0.312
CI,CFS,34.10539,-117.28287,-0.312
CI,CFT,34.03547,-117.11241,-0.682
CI,CFT,34.03547,-117.11241,-0.682
CI,CFT,34.03547,-117.11241,-0.682
CI,CFT,34.03547,-117.11241,-0.682
CI,CGO,36.55040,-117.80295,-2.795
CI,CGO,36.55040,-117.80295,-2.795
CI,CGO,36.55040,-117.80295,-2.795
CI,CGO,36.55040,-117.80295,-2.795
CI,CGO,36.55040,-117.80295,-2.795
CI,CGO,36.55040,-117.80295,-2.795
CI,CGO,36.55040,-117.80295,-2.795
CI,CGO,36.55040,-117.80295,-2.795
CI,CGO,36.55040,-117.80295,-2.795
ZY,CGTS,34.95141,-116.86389,-0.694
ZY,CGTS,34.95141,-116.86389,-0.694
CI,CH2,33.29624,-115.33693,-0.349
CI,CHF,34.33341,-118.02585,-1.594
CI,CHF,34.33341,-118.02585,-1.594
CI,CHF,34.33341,-118.02585,-1.594
CI,CHF,34.33341,-118.02585,-1.594
CI,CHF,34.33341,-118.02585,-1.594
CI,CHF,34.33341,-118.02585,-1.594
CI,CHF,34.33341,-118.02585,-1.594
CI,CHF,34.33341,-118.02585,-1.594
CI,CHI,34.18156,-119.22244,-0.003
CI,CHI,34.18156,-119.22244,-0.003
CI,CHI,34.18156,-119.22244,-0.003
CI,CHI,34.18156,-119.22244,-0.003
CI,CHI,34.18156,-119.22244,-0.003
CI,CHI,34.18156,-119.22244,-0.003
CI,CHI,34.18156,-119.22244,-0.003
CI,CHI,34.18156,-119.22244,-0.003
CI,CHI,34.18156,-119.22244,-0.003
ZY,CHIM,34.23470,-118.52800,-0.26
ZY,CHIM,34.23470,-118.52800,-0.26
CI,CHK,34.06714,-118.97118,-0.257
CI,CHK,34.06714,-118.97118,-0.258
CI,CHK,34.06714,-118.97118,-0.258
CI,CHK,34.06714,-118.97118,-0.257
CI,CHK,34.06714,-118.97118,-0.257
CI,CHK,34.06714,-118.97118,-0.258
CI,CHK,34.06714,-118.97118,-0.257
CI,CHK,34.06714,-118.97118,-0.257
CI,CHK,34.06714,-118.97118,-0.258
CI,CHK,34.06714,-118.97118,-0.258
CI,CHK,34.06714,-118.97118,-0.258
CI,CHK,34.06714,-118.97118,-0.257
CI,CHL,33.91084,-117.68368,-0.331
CI,CHL,33.91084,-117.68368,-0.331
CI,CHL,33.91084,-117.68368,-0.331
CI,CHL,33.91084,-117.68368,-0.331
CI,CHL,33.91084,-117.68368,-0.331
CI,CHM,34.55304,-114.57275,-0.919
CI,CHN,33.99879,-117.68044,-0.208
CI,CHN,33.99879,-117.68044,-0.208
CI,CHN,33.99879,-117.68044,-0.208
CI,CHN,33.99879,-117.68044,-0.208
CI,CHN,33.99879,-117.68044,-0.208
CI,CHN,33.99879,-117.68044,-0.208
CI,CHN,33.99879,-117.68044,-0.208
CI,CHN,33.99879,-117.68044,-0.208
CI,CHP,34.80833,-119.01167,-1.59
CI,CHR,34.72902,-119.39269,-1.021
CI,CHR,34.72902,-119.39269,-1.021
NC,CHR,37.37288,-121.76887,-0.489
CI,CHR,34.72902,-119.39269,-1.021
CI,CHR,34.72902,-119.39269,-1.021
CI,CHR,34.72902,-119.39269,-1.021
CI,CHR,34.72902,-119.39269,-1.021
CI,CHR,34.72902,-119.39269,-1.021
CI,CHR,34.72902,-119.39269,-1.021
CI,CHR,34.72902,-119.39269,-1.021
NN,CHS,37.65487,-118.90576,-2.417
NN,CHS,37.65487,-118.90576,-2.417
RB,CHXB,31.47200,-115.05100,0
CI,CIA,33.40190,-118.41502,-0.477
CI,CIA,33.40190,-118.41502,-0.475
CI,CIA,33.40190,-118.41502,-0.477
CI,CIA,33.40190,-118.41502,-0.475
CI,CIA,33.40190,-118.41502,-0.477
CI,CIA,33.40190,-118.41502,-0.477
CI,CIA,33.40190,-118.41502,-0.475
CI,CIA,33.40190,-118.41502,-0.475
CI,CIA,33.40190,-118.41502,-0.477
CI,CIA,33.40190,-118.41502,-0.477
CI,CIA,33.40190,-118.41502,-0.475
CI,CIA,33.40190,-118.41502,-0.477
CI,CIA,33.40190,-118.41502,-0.475
CI,CIA,33.40190,-118.41502,-0.477
CI,CIS,33.40671,-118.40417,-0.436
CI,CIS,33.40671,-118.40417,-0.436
CI,CIU,33.44577,-118.48300,-0.036
CI,CIU,33.44577,-118.48300,-0.036
CI,CIU,33.44577,-118.48300,-0.036
CI,CJM,34.27117,-117.42448,-1.616
CI,CJM,34.27117,-117.42448,-1.616
CI,CJM,34.27117,-117.42448,-1.616
CI,CJM,34.27117,-117.42448,-1.616
CI,CJM,34.27117,-117.42448,-1.616
CI,CJM,34.27117,-117.42448,-1.616
CI,CJM,34.27117,-117.42448,-1.616
CI,CJM,34.27117,-117.42448,-1.616
CI,CJM,34.27117,-117.42448,-1.616
CI,CJM,34.27117,-117.42448,-1.616
CI,CJM,34.27117,-117.42448,-1.616
CI,CJM,34.27117,-117.42448,-1.616
CI,CJV,34.52978,-118.14450,-1.296
CI,CJV2,34.52978,-118.14450,-1.296
CI,CJV2,34.52978,-118.14450,-1.296
CI,CJV2,34.52978,-118.14450,-1.296
CI,CJV2,34.52978,-118.14450,-1.296
CI,CJV2,34.52978,-118.14450,-1.296
CI,CJV2,34.52978,-118.14450,-1.296
CI,CKC,34.13636,-117.17548,-0.506
NN,CKHH,38.92540,-119.95430,-1.948
CI,CKP,33.55507,-114.89040,-0.145
CI,CKP,33.55507,-114.89040,-0.145
CI,CKP,33.55507,-114.89040,-0.145
CI,CKP,33.55507,-114.89040,-0.145
